Order,Company,Index,File/Directory,Number,Percent,PercentAll
By changed lines,Red Hat,2,pkg/kubelet/kubelet.go,13693,3.806,0.425
By changed lines,Red Hat,2,pkg/client/unversioned,13457,3.741,0.418
By changed lines,Red Hat,2,pkg/kubectl,12660,3.519,0.393
By changed lines,Red Hat,2,hack,12539,3.485,0.389
By changed lines,Red Hat,2,hack/test-cmd.sh,11406,3.171,0.354
By changed lines,Red Hat,2,pkg/kubelet/eviction,10897,3.029,0.338
By changed lines,Red Hat,2,pkg/api/v1,10813,3.006,0.336
By changed lines,Red Hat,2,pkg/apis/extensions,10807,3.004,0.335
By changed lines,Red Hat,2,pkg/client/clientset_generated,10747,2.987,0.334
By changed lines,Red Hat,2,pkg/kubelet/kubelet_test.go,10454,2.906,0.324
By changed lines,Red Hat,2,pkg/kubelet/api,10342,2.875,0.321
All By changed lines,Mirantis,3,"",68238,2.118,2.118
By changed lines,Mirantis,3,api/swagger-spec,28889,42.336,0.897
By changed lines,Mirantis,3,api/swagger-spec/v1.json,28681,42.031,0.89
By changed lines,Mirantis,3,pkg,21030,30.819,0.653
By changed lines,Mirantis,3,test,15348,22.492,0.476
By changed lines,Mirantis,3,test/e2e,15259,22.361,0.474
By changed lines,Mirantis,3,test/e2e/generated/bindata.go,14296,20.95,0.444
By changed lines,Mirantis,3,pkg/kubectl,10403,15.245,0.323
By changed lines,Mirantis,3,pkg/kubectl/cmd,5811,8.516,0.18
By changed lines,Mirantis,3,pkg/controller,4550,6.668,0.141
By changed lines,Mirantis,3,pkg/controller/deployment,3669,5.377,0.114
By changed lines,Mirantis,3,pkg/controller/deployment/util,2183,3.199,0.068
By changed lines,Mirantis,3,pkg/util,1982,2.905,0.062
By changed lines,Mirantis,3,pkg/kubelet,1837,2.692,0.057
By changed lines,Mirantis,3,pkg/kubectl/cmd/config,1679,2.461,0.052
By changed lines,Mirantis,3,pkg/controller/deployment/util.go,1420,2.081,0.044
By changed lines,Mirantis,3,pkg/controller/deployment/util/deployment_util.go,1376,2.016,0.043
By changed lines,Mirantis,3,pkg/kubectl/cmd/create_service.go,1165,1.707,0.036
By changed lines,Mirantis,3,pkg/kubectl/service_basic.go,1144,1.676,0.036
By changed lines,Mirantis,3,pkg/kubelet/dockertools,1046,1.533,0.032
By changed lines,Mirantis,3,docs,1023,1.499,0.032
By changed lines,Mirantis,3,pkg/kubectl/cmd/config/get_contexts.go,853,1.25,0.026
By changed lines,Mirantis,3,docs/user-guide/kubectl,846,1.24,0.026
All By changed lines,Apache,4,"",48169,1.495,1.495
By changed lines,Apache,4,test,33755,70.076,1.048
By changed lines,Apache,4,test/e2e,33699,69.96,1.046
By changed lines,Apache,4,test/e2e/generated,33488,69.522,1.039
By changed lines,Apache,4,test/e2e/generated/bindata.go,33479,69.503,1.039
By changed lines,Apache,4,hack,11591,24.063,0.36
By changed lines,Apache,4,hack/test-cmd.sh,11208,23.268,0.348
By changed lines,Apache,4,pkg/cloudprovider/providers,2821,5.856,0.088
By changed lines,Apache,4,pkg/cloudprovider/providers/cloudstack,2818,5.85,0.087
By changed lines,Apache,4,pkg/cloudprovider/providers/cloudstack/cloudstack.go,2815,5.844,0.087
All By changed lines,CoreOS,5,"",47430,1.472,1.472
By changed lines,CoreOS,5,pkg,29201,61.567,0.906
By changed lines,CoreOS,5,plugin/pkg,9947,20.972,0.309
By changed lines,CoreOS,5,pkg/apis,7389,15.579,0.229
By changed lines,CoreOS,5,plugin/pkg/admission/imagepolicy,7361,15.52,0.228
By changed lines,CoreOS,5,pkg/registry,6494,13.692,0.202
By changed lines,CoreOS,5,pkg/apis/certificates,5455,11.501,0.169
By changed lines,CoreOS,5,plugin/pkg/admission/imagepolicy/admission_test.go,4639,9.781,0.144
By changed lines,CoreOS,5,pkg/client,4569,9.633,0.142
By changed lines,CoreOS,5,pkg/registry/generic,3348,7.059,0.104
By changed lines,CoreOS,5,pkg/registry/generic/registry,2918,6.152,0.091
By changed lines,CoreOS,5,pkg/apis/certificates/v1alpha1,2852,6.013,0.089
By changed lines,CoreOS,5,api/swagger-spec,2760,5.819,0.086
By changed lines,CoreOS,5,pkg/registry/generic/registry/store_test.go,2739,5.775,0.085
By changed lines,CoreOS,5,pkg/kubelet,2681,5.653,0.083
By changed lines,CoreOS,5,api/swagger-spec/certificates_v1alpha1.json,2486,5.241,0.077
By changed lines,CoreOS,5,pkg/client/clientset_generated,2349,4.953,0.073
By changed lines,CoreOS,5,cmd,2264,4.773,0.07
By changed lines,CoreOS,5,pkg/storage,2249,4.742,0.07
By changed lines,CoreOS,5,pkg/client/clientset_generated/internalclientset,2229,4.7,0.069
By changed lines,CoreOS,5,pkg/client/clientset_generated/internalclientset/typed/certificates/unversioned,2094,4.415,0.065
All By changed lines,Hyper.sh,6,"",43302,1.344,1.344
By changed lines,Hyper.sh,6,pkg,41003,94.691,1.273
By changed lines,Hyper.sh,6,pkg/kubelet,40769,94.15,1.265
By changed lines,Hyper.sh,6,pkg/kubelet/api,25578,59.069,0.794
By changed lines,Hyper.sh,6,pkg/kubelet/api/v1alpha1/runtime,23265,53.727,0.722
By changed lines,Hyper.sh,6,pkg/kubelet/api/v1alpha1/runtime/api.pb.go,22569,52.12,0.701
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime,11195,25.853,0.347
By changed lines,Hyper.sh,6,pkg/kubelet/remote,2955,6.824,0.092
By changed lines,Hyper.sh,6,pkg/kubelet/remote/remote_runtime.go,2315,5.346,0.072
By changed lines,Hyper.sh,6,pkg/kubelet/api/testing,2313,5.342,0.072
By changed lines,Hyper.sh,6,pkg/kubelet/api/testing/fake_runtime_service.go,1721,3.974,0.053
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/kuberuntime_manager.go,1646,3.801,0.051
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/helpers.go,1582,3.653,0.049
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/labels.go,1573,3.633,0.049
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/kuberuntime_manager_test.go,1568,3.621,0.049
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/kuberuntime_container.go,1470,3.395,0.046
By changed lines,Hyper.sh,6,docs/proposals/runtime-client-server.md,1444,3.335,0.045
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/labels_test.go,1007,2.326,0.031
By changed lines,Hyper.sh,6,pkg/kubelet/dockershim,836,1.931,0.026
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/kuberuntime_sandbox.go,696,1.607,0.022
By changed lines,Hyper.sh,6,pkg/kubelet/api/v1alpha1/runtime/api.proto,696,1.607,0.022
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/kuberuntime_image.go,625,1.443,0.019
By changed lines,Hyper.sh,6,hack,613,1.416,0.019
All By changed lines,Huawei,7,"",34898,1.083,1.083
By changed lines,Huawei,7,federation,16371,46.911,0.508
By changed lines,Huawei,7,federation/client/clientset_generated,7997,22.915,0.248
By changed lines,Huawei,7,api/swagger-spec,7986,22.884,0.248
By changed lines,Huawei,7,api/swagger-spec/v1.json,7779,22.291,0.241
By changed lines,Huawei,7,federation/pkg/federation-controller,7723,22.13,0.24
By changed lines,Huawei,7,test,6008,17.216,0.186
By changed lines,Huawei,7,test/e2e,5589,16.015,0.173
By changed lines,Huawei,7,federation/pkg/federation-controller/replicaset,4645,13.31,0.144
By changed lines,Huawei,7,federation/client/clientset_generated/federation_internalclientset,4002,11.468,0.124
By changed lines,Huawei,7,federation/client/clientset_generated/federation_release_1_4,3988,11.428,0.124
By changed lines,Huawei,7,federation/client/clientset_generated/federation_internalclientset/typed,3866,11.078,0.12
By changed lines,Huawei,7,federation/client/clientset_generated/federation_release_1_4/typed,3852,11.038,0.12
By changed lines,Huawei,7,pkg,3107,8.903,0.096
By changed lines,Huawei,7,federation/pkg/federation-controller/replicaset/replicasetcontroller.go,2852,8.172,0.089
By changed lines,Huawei,7,federation/pkg/federation-controller/secret,2767,7.929,0.086
By changed lines,Huawei,7,federation/client/clientset_generated/federation_internalclientset/typed/extensions/unversioned,2239,6.416,0.069
By changed lines,Huawei,7,federation/client/clientset_generated/federation_release_1_4/typed/extensions/v1beta1,2219,6.359,0.069
By changed lines,Huawei,7,pkg/api,2096,6.006,0.065
By changed lines,Huawei,7,federation/pkg/federation-controller/secret/secret_controller.go,1654,4.74,0.051
By changed lines,Huawei,7,federation/client/clientset_generated/federation_release_1_4/typed/core,1629,4.668,0.051
All By changed lines,Self,8,"",28580,0.887,0.887
By changed lines,Self,8,pkg,11031,38.597,0.342
By changed lines,Self,8,docs,6939,24.279,0.215
By changed lines,Self,8,docs/proposals,6872,24.045,0.213
By changed lines,Self,8,pkg/kubelet,4437,15.525,0.138
By changed lines,Self,8,docs/proposals/multi-platform.md,4182,14.633,0.13
By changed lines,Self,8,pkg/volume,3665,12.824,0.114
By changed lines,Self,8,federation,3547,12.411,0.11
By changed lines,Self,8,federation/pkg,3519,12.313,0.109
By changed lines,Self,8,federation/pkg/dnsprovider,3441,12.04,0.107
By changed lines,Self,8,api/swagger-spec,3422,11.973,0.106
By changed lines,Self,8,api/swagger-spec/v1.json,3242,11.344,0.101
By changed lines,Self,8,pkg/kubelet/rktshim,2695,9.43,0.084
By changed lines,Self,8,test,2344,8.202,0.073
By changed lines,Self,8,test/e2e,2332,8.16,0.072
By changed lines,Self,8,federation/pkg/dnsprovider/providers,2209,7.729,0.069
By changed lines,Self,8,pkg/api,2155,7.54,0.067
By changed lines,Self,8,pkg/volume/util,1652,5.78,0.051
By changed lines,Self,8,docs/proposals/secret-configmap-downwarapi-file-mode.md,1610,5.633,0.05
By changed lines,Self,8,pkg/volume/util/atomic_writer_test.go,1562,5.465,0.048
By changed lines,Self,8,pkg/api/validation,1264,4.423,0.039
By changed lines,Self,8,federation/pkg/dnsprovider/providers/aws/route53,1234,4.318,0.038
By changed lines,Self,8,test/e2e/common,1224,4.283,0.038
By changed lines,Self,8,federation/pkg/dnsprovider/tests,1196,4.185,0.037
All By changed lines,eBay,9,"",18781,0.583,0.583
By changed lines,eBay,9,test/e2e,17130,91.209,0.532
By changed lines,eBay,9,test/e2e/ingress_utils.go,4527,24.104,0.141
By changed lines,eBay,9,test/e2e/ingress.go,3944,21.0,0.122
By changed lines,eBay,9,test/e2e/federated-service.go,2873,15.297,0.089
By changed lines,eBay,9,test/e2e/federated-ingress.go,2663,14.179,0.083
By changed lines,eBay,9,test/e2e/federation-util.go,2636,14.035,0.082
By changed lines,eBay,9,pkg,1581,8.418,0.049
By changed lines,eBay,9,pkg/controller/service,1279,6.81,0.04
By changed lines,eBay,9,pkg/controller/service/servicecontroller.go,1230,6.549,0.038
By changed lines,eBay,9,test/e2e/federation-ingress.go,480,2.556,0.015
By changed lines,eBay,9,pkg/util,221,1.177,0.007
All By changed lines,Microsoft,10,"",13414,0.416,0.416
By changed lines,Microsoft,10,pkg,13226,98.598,0.411
By changed lines,Microsoft,10,pkg/cloudprovider,11766,87.714,0.365
By changed lines,Microsoft,10,pkg/cloudprovider/providers,11750,87.595,0.365
By changed lines,Microsoft,10,pkg/cloudprovider/providers/azure,10830,80.737,0.336
By changed lines,Microsoft,10,pkg/cloudprovider/providers/azure/azure_loadbalancer.go,3887,28.977,0.121
By changed lines,Microsoft,10,pkg/cloudprovider/providers/azure/azure_test.go,2607,19.435,0.081
By changed lines,Microsoft,10,pkg/cloudprovider/providers/azure/azure_util.go,1088,8.111,0.034
By changed lines,Microsoft,10,pkg/cloudprovider/providers/azure/azure_routes.go,924,6.888,0.029
By changed lines,Microsoft,10,pkg/cloudprovider/providers/aws,816,6.083,0.025
By changed lines,Microsoft,10,pkg/cloudprovider/providers/azure/azure.go,795,5.927,0.025
By changed lines,Microsoft,10,pkg/cloudprovider/providers/azure/azure_instances.go,687,5.122,0.021
By changed lines,Microsoft,10,pkg/master,622,4.637,0.019
By changed lines,Microsoft,10,pkg/cloudprovider/providers/aws/aws.go,593,4.421,0.018
By changed lines,Microsoft,10,pkg/cloudprovider/providers/azure/azure_wrap.go,550,4.1,0.017
By changed lines,Microsoft,10,pkg/client/unversioned/clientcmd,533,3.973,0.017
By changed lines,Microsoft,10,pkg/master/master.go,503,3.75,0.016
By changed lines,Microsoft,10,pkg/client/unversioned/clientcmd/client_config_test.go,472,3.519,0.015
By changed lines,Microsoft,10,pkg/cloudprovider/providers/azure/azure_zones.go,289,2.154,0.009
By changed lines,Microsoft,10,hack,173,1.29,0.005
By changed lines,Microsoft,10,hack/make-rules/test-cmd.sh,167,1.245,0.005
By changed lines,Microsoft,10,pkg/cloudprovider/providers/aws/aws_loadbalancer.go,149,1.111,0.005
All By changed lines,Inovex,11,"",11305,0.351,0.351
By changed lines,Inovex,11,api/swagger-spec,6753,59.735,0.21
By changed lines,Inovex,11,api/swagger-spec/v1.json,4793,42.397,0.149
By changed lines,Inovex,11,pkg,3841,33.976,0.119
By changed lines,Inovex,11,pkg/volume,2855,25.254,0.089
By changed lines,Inovex,11,pkg/volume/quobyte,2850,25.21,0.088
By changed lines,Inovex,11,pkg/volume/quobyte/quobyte.go,1429,12.64,0.044
By changed lines,Inovex,11,pkg/volume/quobyte/quobyte_test.go,1259,11.137,0.039
By changed lines,Inovex,11,pkg/api,748,6.617,0.023
By changed lines,Inovex,11,examples/volumes/quobyte,660,5.838,0.02
By changed lines,Inovex,11,api/swagger-spec/batch_v1.json,655,5.794,0.02
By changed lines,Inovex,11,api/swagger-spec/extensions_v1beta1.json,653,5.776,0.02
By changed lines,Inovex,11,api/swagger-spec/apps_v1alpha1.json,652,5.767,0.02
By changed lines,Inovex,11,examples/volumes/quobyte/Readme.md,625,5.529,0.019
By changed lines,Inovex,11,pkg/api/validation,565,4.998,0.018
By changed lines,Inovex,11,pkg/api/validation/validation.go,300,2.654,0.009
By changed lines,Inovex,11,pkg/api/validation/validation_test.go,265,2.344,0.008
By changed lines,Inovex,11,pkg/volume/quobyte/quobyte_util.go,149,1.318,0.005
By changed lines,Inovex,11,pkg/kubectl,115,1.017,0.004
All By changed lines,Ammeon,12,"",7981,0.248,0.248
By changed lines,Ammeon,12,pkg,5319,66.646,0.165
By changed lines,Ammeon,12,pkg/cloudprovider/providers/openstack,5256,65.856,0.163
By changed lines,Ammeon,12,pkg/cloudprovider/providers/openstack/openstack.go,2882,36.111,0.089
By changed lines,Ammeon,12,docs,1805,22.616,0.056
By changed lines,Ammeon,12,pkg/cloudprovider/providers/openstack/openstack_volumes.go,1474,18.469,0.046
By changed lines,Ammeon,12,pkg/cloudprovider/providers/openstack/openstack_instances.go,900,11.277,0.028
By changed lines,Ammeon,12,docs/user-guide,645,8.082,0.02
By changed lines,Ammeon,12,api/swagger-spec,552,6.916,0.017
By changed lines,Ammeon,12,docs/devel,300,3.759,0.009
By changed lines,Ammeon,12,docs/user-guide/kubectl,295,3.696,0.009
By changed lines,Ammeon,12,examples,279,3.496,0.009
By changed lines,Ammeon,12,docs/proposals,266,3.333,0.008
By changed lines,Ammeon,12,docs/design,219,2.744,0.007
By changed lines,Ammeon,12,docs/admin,180,2.255,0.006
By changed lines,Ammeon,12,docs/getting-started-guides,165,2.067,0.005
By changed lines,Ammeon,12,docs/devel/kubectl-conventions.md,87,1.09,0.003
All By changed lines,VMware,13,"",6621,0.206,0.206
By changed lines,VMware,13,pkg,6607,99.789,0.205
By changed lines,VMware,13,pkg/volume/vsphere_volume,4312,65.126,0.134
By changed lines,VMware,13,pkg/volume/vsphere_volume/attacher_test.go,1598,24.135,0.05
By changed lines,VMware,13,pkg/cloudprovider/providers/vsphere/vsphere.go,1358,20.51,0.042
By changed lines,VMware,13,pkg/volume/vsphere_volume/attacher.go,1239,18.713,0.038
By changed lines,VMware,13,pkg/client/restclient/client_test.go,937,14.152,0.029
By changed lines,VMware,13,pkg/volume/vsphere_volume/vsphere_volume_util.go,640,9.666,0.02
By changed lines,VMware,13,pkg/volume/vsphere_volume/vsphere_volume.go,603,9.107,0.019
By changed lines,VMware,13,pkg/volume/vsphere_volume/vsphere_volume_test.go,232,3.504,0.007
All By changed lines,Schuberg Philis,14,"",6090,0.189,0.189
By changed lines,Schuberg Philis,14,pkg/cloudprovider/providers,6089,99.984,0.189
By changed lines,Schuberg Philis,14,pkg/cloudprovider/providers/cloudstack,6086,99.934,0.189
By changed lines,Schuberg Philis,14,pkg/cloudprovider/providers/cloudstack/cloudstack_loadbalancer.go,3078,50.542,0.096
By changed lines,Schuberg Philis,14,pkg/cloudprovider/providers/cloudstack/cloudstack.go,2357,38.703,0.073
By changed lines,Schuberg Philis,14,pkg/cloudprovider/providers/cloudstack/cloudstack_test.go,648,10.64,0.02
All By changed lines,Net EASE 网易有态度,15,"",6014,0.187,0.187
By changed lines,Net EASE 网易有态度,15,pkg,5583,92.833,0.173
By changed lines,Net EASE 网易有态度,15,pkg/kubectl,2586,43.0,0.08
By changed lines,Net EASE 网易有态度,15,pkg/kubectl/cmd,2335,38.826,0.072
By changed lines,Net EASE 网易有态度,15,pkg/kubectl/cmd/templates/templater.go,1719,28.583,0.053
By changed lines,Net EASE 网易有态度,15,pkg/controller,1201,19.97,0.037
By changed lines,Net EASE 网易有态度,15,pkg/controller/node,1195,19.87,0.037
By changed lines,Net EASE 网易有态度,15,pkg/registry,1027,17.077,0.032
By changed lines,Net EASE 网易有态度,15,pkg/registry/service,970,16.129,0.03
By changed lines,Net EASE 网易有态度,15,pkg/util,759,12.621,0.024
By changed lines,Net EASE 网易有态度,15,pkg/util/yaml,758,12.604,0.024
By changed lines,Net EASE 网易有态度,15,pkg/registry/service/rest_test.go,660,10.974,0.02
By changed lines,Net EASE 网易有态度,15,pkg/controller/node/nodecontroller_test.go,591,9.827,0.018
By changed lines,Net EASE 网易有态度,15,pkg/controller/node/test_utils.go,458,7.616,0.014
By changed lines,Net EASE 网易有态度,15,pkg/util/yaml/decoder_test.go,427,7.1,0.013
By changed lines,Net EASE 网易有态度,15,pkg/kubectl/cmd/cmd.go,361,6.003,0.011
By changed lines,Net EASE 网易有态度,15,pkg/util/yaml/decoder.go,331,5.504,0.01
By changed lines,Net EASE 网易有态度,15,pkg/registry/service/rest.go,265,4.406,0.008
By changed lines,Net EASE 网易有态度,15,test/e2e/service.go,259,4.307,0.008
By changed lines,Net EASE 网易有态度,15,pkg/kubectl/run.go,176,2.927,0.005
By changed lines,Net EASE 网易有态度,15,docs,169,2.81,0.005
By changed lines,Net EASE 网易有态度,15,docs/user-guide/kubectl,141,2.345,0.004
All By changed lines,NotFound,16,"",63,0.002,0.002
By changed lines,NotFound,16,pkg,51,80.952,0.002
By changed lines,NotFound,16,pkg/cloudprovider/providers/aws,50,79.365,0.002
By changed lines,NotFound,16,pkg/cloudprovider/providers/aws/aws.go,25,39.683,0.001
By changed lines,NotFound,16,pkg/cloudprovider/providers/aws/aws_test.go,25,39.683,0.001
By changed lines,NotFound,16,cluster/ubuntu,8,12.698,0.0
By changed lines,NotFound,16,cluster/ubuntu/master/init_conf,4,6.349,0.0
By changed lines,NotFound,16,test,2,3.175,0.0
By changed lines,NotFound,16,docs,2,3.175,0.0
By changed lines,NotFound,16,test/images,2,3.175,0.0
By changed lines,NotFound,16,docs/design,2,3.175,0.0
By changed lines,NotFound,16,cluster/ubuntu/minion,2,3.175,0.0
By changed lines,NotFound,16,test/images/pets,2,3.175,0.0
By changed lines,NotFound,16,docs/design/resource-qos.md,2,3.175,0.0
By changed lines,NotFound,16,cluster/ubuntu/minion/init_conf,2,3.175,0.0
By changed lines,NotFound,16,test/images/pets/redis/on-start.sh,2,3.175,0.0
By changed lines,NotFound,16,pkg/kubectl,1,1.587,0.0
By changed lines,NotFound,16,cluster/ubuntu/master-flannel,1,1.587,0.0
By changed lines,NotFound,16,cluster/ubuntu/minion-flannel,1,1.587,0.0
By changed lines,NotFound,16,pkg/kubectl/cmd,1,1.587,0.0
By changed lines,NotFound,16,cluster/ubuntu/master-flannel/init_conf,1,1.587,0.0
All By number of commits to file,All,0,"",15095,100.0,100.0
All By number of commits to file,Google,1,"",10295,68.201,68.201
By number of commits to file,Google,1,pkg,4140,40.214,27.426
By number of commits to file,Google,1,staging,1133,11.005,7.506
By number of commits to file,Google,1,staging/src/k8s.io/client-go,1132,10.996,7.499
By number of commits to file,Google,1,staging/src/k8s.io/client-go/1.4,1121,10.889,7.426
By number of commits to file,Google,1,pkg/client,937,9.102,6.207
By number of commits to file,Google,1,test,930,9.034,6.161
By number of commits to file,Google,1,docs,882,8.567,5.843
By number of commits to file,Google,1,pkg/client/clientset_generated,646,6.275,4.28
By number of commits to file,Google,1,cluster,626,6.081,4.147
By number of commits to file,Google,1,federation,560,5.44,3.71
By number of commits to file,Google,1,pkg/kubelet,552,5.362,3.657
By number of commits to file,Google,1,staging/src/k8s.io/client-go/1.4/pkg,469,4.556,3.107
By number of commits to file,Google,1,hack,420,4.08,2.782
By number of commits to file,Google,1,staging/src/k8s.io/client-go/1.4/_vendor,395,3.837,2.617
By number of commits to file,Google,1,pkg/apis,392,3.808,2.597
By number of commits to file,Google,1,cmd,378,3.672,2.504
By number of commits to file,Google,1,test/e2e,377,3.662,2.498
By number of commits to file,Google,1,pkg/registry,351,3.409,2.325
By number of commits to file,Google,1,staging/src/k8s.io/client-go/1.4/_vendor/github.com,339,3.293,2.246
By number of commits to file,Google,1,pkg/controller,334,3.244,2.213
By number of commits to file,Google,1,docs/user-guide,331,3.215,2.193
By number of commits to file,Google,1,pkg/util,319,3.099,2.113
By number of commits to file,Google,1,pkg/kubectl,318,3.089,2.107
All By number of commits to file,Red Hat,2,"",1728,11.447,11.447
By number of commits to file,Red Hat,2,pkg,1184,68.519,7.844
By number of commits to file,Red Hat,2,pkg/client,192,11.111,1.272
By number of commits to file,Red Hat,2,pkg/kubelet,169,9.78,1.12
By number of commits to file,Red Hat,2,pkg/controller,146,8.449,0.967
By number of commits to file,Red Hat,2,test,142,8.218,0.941
By number of commits to file,Red Hat,2,pkg/registry,118,6.829,0.782
By number of commits to file,Red Hat,2,pkg/kubectl,111,6.424,0.735
By number of commits to file,Red Hat,2,pkg/apis,104,6.019,0.689
By number of commits to file,Red Hat,2,pkg/api,95,5.498,0.629
By number of commits to file,Red Hat,2,pkg/client/clientset_generated,88,5.093,0.583
By number of commits to file,Red Hat,2,test/e2e,86,4.977,0.57
By number of commits to file,Red Hat,2,pkg/client/unversioned,86,4.977,0.57
By number of commits to file,Red Hat,2,cmd,84,4.861,0.556
By number of commits to file,Red Hat,2,plugin,77,4.456,0.51
By number of commits to file,Red Hat,2,plugin/pkg,76,4.398,0.503
By number of commits to file,Red Hat,2,hack,75,4.34,0.497
By number of commits to file,Red Hat,2,pkg/kubectl/cmd,70,4.051,0.464
By number of commits to file,Red Hat,2,cluster,65,3.762,0.431
By number of commits to file,Red Hat,2,plugin/pkg/admission,58,3.356,0.384
By number of commits to file,Red Hat,2,pkg/client/clientset_generated/internalclientset,54,3.125,0.358
By number of commits to file,Red Hat,2,pkg/util,52,3.009,0.344
By number of commits to file,Red Hat,2,pkg/controller/volume,52,3.009,0.344
By number of commits to file,Red Hat,2,pkg/controller/volume/persistentvolume,45,2.604,0.298
By number of commits to file,Red Hat,2,pkg/client/clientset_generated/internalclientset/typed,43,2.488,0.285
By number of commits to file,Red Hat,2,cmd/libs,38,2.199,0.252
All By number of commits to file,Mirantis,3,"",678,4.492,4.492
By number of commits to file,Mirantis,3,pkg,512,75.516,3.392
By number of commits to file,Mirantis,3,pkg/kubectl,105,15.487,0.696
By number of commits to file,Mirantis,3,pkg/kubelet,83,12.242,0.55
By number of commits to file,Mirantis,3,pkg/kubectl/cmd,59,8.702,0.391
By number of commits to file,Mirantis,3,contrib/mesos,48,7.08,0.318
By number of commits to file,Mirantis,3,contrib/mesos/pkg,46,6.785,0.305
By number of commits to file,Mirantis,3,pkg/registry,44,6.49,0.291
By number of commits to file,Mirantis,3,pkg/controller,44,6.49,0.291
By number of commits to file,Mirantis,3,pkg/apis,41,6.047,0.272
By number of commits to file,Mirantis,3,pkg/util,38,5.605,0.252
By number of commits to file,Mirantis,3,pkg/api,32,4.72,0.212
By number of commits to file,Mirantis,3,pkg/volume,27,3.982,0.179
By number of commits to file,Mirantis,3,pkg/client,25,3.687,0.166
By number of commits to file,Mirantis,3,contrib/mesos/pkg/scheduler,24,3.54,0.159
By number of commits to file,Mirantis,3,plugin/pkg,19,2.802,0.126
By number of commits to file,Mirantis,3,test,17,2.507,0.113
By number of commits to file,Mirantis,3,pkg/client/clientset_generated,16,2.36,0.106
By number of commits to file,Mirantis,3,docs,15,2.212,0.099
By number of commits to file,Mirantis,3,hack,14,2.065,0.093
By number of commits to file,Mirantis,3,cmd,13,1.917,0.086
By number of commits to file,Mirantis,3,federation,12,1.77,0.079
By number of commits to file,Mirantis,3,pkg/cloudprovider,12,1.77,0.079
By number of commits to file,Mirantis,3,pkg/kubelet/dockertools,12,1.77,0.079
All By number of commits to file,CoreOS,4,"",500,3.312,3.312
By number of commits to file,CoreOS,4,pkg,391,78.2,2.59
