idx,company,n,percent
0,(All known 150),4468,99.73
1,Google,2511,56.0
2,Red Hat,857,19.1
3,(Self),178,4.0
4,Huawei,140,3.1
5,CoreOS,123,2.7
6,Mesosphere,100,2.2
7,Docker,73,1.6
8,Caicloud,52,1.2
9,Net EASE 网易有态度,36,0.8
10,Apache,27,0.6
11,IBM,22,0.5
12,Udacity,19,0.4
13,Amadeus,17,0.4
14,Hyper.sh,14,0.3
15,Epic Games,12,0.3
16,(Not Found),12,0.3
17,Clarifai,12,0.3
18,Samsung,9,0.2
19,Endocode,8,0.2
20,Juniper Networks,7,0.2
