idx,company,n,percent
0,(All known 540),1374,96.15
1,Google,210,14.7
2,Red Hat,137,9.6
3,(Self),80,5.6
4,(Not Found),44,3.1
5,CoreOS,36,2.5
6,Huawei,32,2.2
7,IBM,29,2.0
8,ZTE Corporation,28,2.0
9,Mirantis,20,1.4
10,Microsoft,17,1.2
11,Cisco,16,1.1
12,VMware,15,1.0
13,Intel,15,1.0
14,Fujitsu,13,0.9
15,eBay,13,0.9
16,HP,12,0.8
17,Net EASE 网易有态度,12,0.8
18,Canonical,12,0.8
19,(Unknown),11,0.8
20,Tencent,10,0.7
32,Gmail *,5,0.3
