idx,company,n,percent
0,(All known 80),2330,99.79
1,Google,1233,52.8
2,Red Hat,385,16.5
3,ZTE Corporation,137,5.9
4,CoreOS,114,4.9
5,Mirantis,103,4.4
6,(Self),68,2.9
7,Huawei,37,1.6
8,IBM,29,1.2
9,Hyper.sh,17,0.7
10,Net EASE 网易有态度,15,0.6
11,Weaveworks,14,0.6
12,eBay,13,0.6
13,Microsoft,13,0.6
14,Clarifai,10,0.4
15,Apcera,9,0.4
16,Canonical,8,0.3
17,Intel,8,0.3
18,Docker,7,0.3
19,SOFICOM,6,0.3
20,GoDaddy,5,0.2
21,Ammeon,5,0.2
22,Inovex,5,0.2
23,HP,5,0.2
24,(Not Found),5,0.2
25,Sysdig,4,0.2
26,Tigera,4,0.2
27,Apache,3,0.1
28,The Remote Lab,3,0.1
29,SoundCloud,3,0.1
30,VMware,3,0.1
31,Aperian Global,3,0.1
32,OpenRuko,3,0.1
33,Codigami,2,0.1
34,Cisco,2,0.1
35,Juniper Networks,2,0.1
36,Apprenda,2,0.1
37,Bulletproof,2,0.1
38,SalesForce,2,0.1
39,"Embedded Systems, ECE",2,0.1
40,Schuberg Philis,2,0.1
41,Amadeus,2,0.1
42,SECful,1,0.0
43,Georgia Tech,1,0.0
44,Ericsson,1,0.0
45,Rombit,1,0.0
46,Return Path,1,0.0
47,Devops,1,0.0
48,OpenCredo,1,0.0
49,Kende,1,0.0
50,Infoblox,1,0.0
51,Samsung,1,0.0
52,ZE PowerGroup,1,0.0
53,Chef,1,0.0
54,EMC,1,0.0
55,Sourcegraph.com,1,0.0
56,Metaswitch,1,0.0
57,eleme,1,0.0
58,Alternative Storage,1,0.0
59,Caicloud,1,0.0
60,Trafero,1,0.0
61,OfferUp,1,0.0
62,FACEIT,1,0.0
63,FOSSEE,1,0.0
64,Bluescape,1,0.0
65,BENGLER,1,0.0
66,Getty Images,1,0.0
67,Nordstrom,1,0.0
68,Building of,1,0.0
69,Endocode,1,0.0
70,Schroders,1,0.0
71,Reevoo,1,0.0
72,Cockroach,1,0.0
73,Square,1,0.0
74,Project Calico,1,0.0
75,Information Security,1,0.0
76,StackPointCloud,1,0.0
77,Nerdalize,1,0.0
78,Rackspace,1,0.0
79,Jetstack,1,0.0
80,Spotify,1,0.0
81,Fujitsu,1,0.0
