idx,company,n,percent
0,(All known 85),2348109,100.0
1,Google,1464316,62.4
2,HP,296431,12.6
3,Red Hat,269283,11.5
4,CoreOS,148235,6.3
5,Huawei,41386,1.8
6,Apache,23875,1.0
7,GoGoVan,15022,0.6
8,CERN,12473,0.5
9,(Self),11834,0.5
10,eBay,9063,0.4
11,Spec Deas HR Consulting,6178,0.3
12,Tigera,6022,0.3
13,VMware,4691,0.2
14,Cisco,3277,0.1
15,Net EASE 网易有态度,3012,0.1
16,Clarifai,2921,0.1
17,Canonical,2890,0.1
18,Rackspace,2766,0.1
19,Caicloud,2762,0.1
20,Docker,2108,0.1
21,Diamanti,1989,0.1
22,Fujitsu,1811,0.1
23,Amadeus,1728,0.1
24,ISI.nc,1537,0.1
25,thinkstep,1459,0.1
26,CNM Consulting,1300,0.1
27,IBM,1013,0.0
28,Cockroach,993,0.0
29,Intel,830,0.0
30,The Manufacturing Institute,718,0.0
31,Samsung,645,0.0
32,chbatey,624,0.0
33,CenturyLink,585,0.0
34,Mirantis,537,0.0
35,appOrbit,484,0.0
36,Hyper.sh,369,0.0
37,Alternative Storage,287,0.0
38,HolidayCheck,262,0.0
39,Ahead4 Limited,259,0.0
40,Aperian Global,224,0.0
41,Microsoft,222,0.0
42,Box,221,0.0
43,AnchorFree,181,0.0
44,Sky,178,0.0
45,Ericsson,174,0.0
46,Mesosphere,171,0.0
47,OpenRuko,130,0.0
48,ZTE Corporation,108,0.0
49,Bitnami,105,0.0
50,DigitalOcean,79,0.0
51,Reevoo,53,0.0
52,Apcera,40,0.0
53,Jollyturns,29,0.0
54,SOFICOM,27,0.0
55,Infraly,26,0.0
56,Inovex,22,0.0
57,The Remote Lab,21,0.0
58,Eon Cloud,21,0.0
59,CYSO,20,0.0
60,Heptio,12,0.0
61,Citrix,9,0.0
62,ThousandEyes,7,0.0
63,Tradesy,7,0.0
64,SalesForce,6,0.0
65,Über,6,0.0
66,(Not Found),5,0.0
67,Dataman,5,0.0
68,Comparative Bioinformatics,4,0.0
69,Devops,4,0.0
70,Hyperledger,2,0.0
71,OpenCredo,2,0.0
72,Avatao,2,0.0
73,Imaginea,2,0.0
74,Photobox,2,0.0
75,ApresMIDI AB,1,0.0
76,Black Stealth Marketing,1,0.0
77,Bright Pixel,1,0.0
78,Signal Sciences Corp,1,0.0
79,"Kensho, GAuthify",1,0.0
80,R&R,1,0.0
81,AXA,1,0.0
82,Teralytics,1,0.0
83,Tinkerbox,1,0.0
84,Weaveworks,1,0.0
85,CentOS,1,0.0
86,KAYAK,1,0.0
