idx,company,n,percent
0,(All known 85),260,99.24
1,Google,69,26.3
2,Red Hat,46,17.6
3,CoreOS,14,5.3
4,IBM,9,3.4
5,(Self),8,3.1
6,Mirantis,6,2.3
7,Huawei,5,1.9
8,eBay,5,1.9
9,Cisco,4,1.5
10,Fujitsu,4,1.5
11,ZTE Corporation,4,1.5
12,Apcera,4,1.5
13,Caicloud,3,1.1
14,Intel,3,1.1
15,HP,2,0.8
16,VMware,2,0.8
17,Net EASE 网易有态度,2,0.8
18,Clarifai,2,0.8
19,Canonical,2,0.8
20,(Not Found),2,0.8
