idx,company,n,percent
0,(All known 12),116,100.0
1,Red Hat,53,45.7
2,Google,20,17.2
3,ZTE Corporation,17,14.7
4,(Self),10,8.6
5,IBM,4,3.4
6,DaoCloud,3,2.6
7,CoreOS,2,1.7
8,Fujitsu,2,1.7
9,Cisco,2,1.7
10,Inuits,1,0.9
11,Weaveworks,1,0.9
12,Amazon,1,0.9
