idx,company,n,percent
0,(All known 115),359,98.63
1,Google,78,21.4
2,Red Hat,44,12.1
3,(Self),22,6.0
4,ZTE Corporation,15,4.1
5,IBM,13,3.6
6,CoreOS,11,3.0
7,Huawei,8,2.2
8,Canonical,8,2.2
9,VMware,7,1.9
10,Microsoft,7,1.9
11,Mirantis,6,1.6
12,(Not Found),5,1.4
13,Fujitsu,4,1.1
14,Cisco,4,1.1
15,Tencent,4,1.1
16,DaoCloud,3,0.8
17,EasyStack,3,0.8
18,HP,3,0.8
19,Heptio,2,0.5
20,Rancher,2,0.5
21,Hyper.sh,2,0.5
22,Apache,2,0.5
23,Rackspace,2,0.5
24,Tigera,2,0.5
25,Caicloud,2,0.5
26,Atlassian,2,0.5
27,Net EASE 网易有态度,2,0.5
28,Amadeus,2,0.5
29,SalesForce,2,0.5
30,Concur,2,0.5
31,Diamanti,2,0.5
32,Samsung,2,0.5
33,zlabjp,2,0.5
34,Loodse,2,0.5
35,eBay,2,0.5
36,Nordstrom,2,0.5
37,Intel,2,0.5
38,Jd.Com,2,0.5
39,Douyu.com,2,0.5
40,Amazon,1,0.3
41,Inuits,1,0.3
42,Weaveworks,1,0.3
43,storageos,1,0.3
44,Kelowna,1,0.3
45,ASG Consulting,1,0.3
46,Lohika,1,0.3
47,"Styra, Inc.",1,0.3
48,Tata,1,0.3
49,Oracle,1,0.3
50,Elisa,1,0.3
51,Airbnb,1,0.3
52,42 Tech,1,0.3
53,JPMorgan Chase,1,0.3
54,Capgemini,1,0.3
55,Portworx,1,0.3
56,Walmart,1,0.3
57,Apprenda,1,0.3
58,QIANKUN,1,0.3
59,Wattpad,1,0.3
60,Socrata,1,0.3
61,Zalando,1,0.3
62,Ocado,1,0.3
63,Hitachi Data Systems,1,0.3
64,Telemetry.com,1,0.3
65,GRADIANT,1,0.3
66,Primeton,1,0.3
67,Pardot,1,0.3
68,Tyk,1,0.3
69,Bankwest,1,0.3
70,Ancestry.com,1,0.3
71,Luminis,1,0.3
72,TravelSky Technology Limited,1,0.3
73,Cockroach,1,0.3
74,Igneous Systems,1,0.3
75,Airtame,1,0.3
76,FOSSEE,1,0.3
77,Bits Working,1,0.3
78,Unicredit,1,0.3
79,Globo.com,1,0.3
80,China Mobile International Limited,1,0.3
81,Movable Ink,1,0.3
82,IT Svit,1,0.3
83,Juju Ecosystem,1,0.3
84,Bracket Computing,1,0.3
85,en.N cloud,1,0.3
86,CT Lab,1,0.3
87,Virgo Systems,1,0.3
88,Chariot Solutions,1,0.3
89,SoundCloud,1,0.3
90,亚信科技 AsiaInfo,1,0.3
91,Aperian Global,1,0.3
92,IEEE Computer Society,1,0.3
93,Clarifai,1,0.3
94,Inovex,1,0.3
95,HarmonyCloud,1,0.3
96,ContaAzul,1,0.3
97,Code Coup,1,0.3
98,indiehosters,1,0.3
99,Infoblox,1,0.3
100,FINN.no,1,0.3
101,Cruise Automation,1,0.3
102,RightScale,1,0.3
103,ocadotechnology,1,0.3
104,Compose,1,0.3
105,Virtual Instruments,1,0.3
106,rstorcloud,1,0.3
107,Shopify,1,0.3
108,Alternative Storage,1,0.3
109,MediaMath,1,0.3
110,Nirmata,1,0.3
111,Ruby Together,1,0.3
112,jobandtalent,1,0.3
113,microcloud,1,0.3
114,minio,1,0.3
115,ksyun,1,0.3
116,Q42,1,0.3
