idx,company,n,percent
0,(All known 85),260,99.24
1,Google,70,26.7
2,Red Hat,45,17.2
3,CoreOS,14,5.3
4,IBM,9,3.4
5,(Self),8,3.1
6,Mirantis,6,2.3
7,Huawei,5,1.9
8,eBay,5,1.9
9,Cisco,4,1.5
10,Fujitsu,4,1.5
11,ZTE Corporation,4,1.5
12,Apcera,4,1.5
13,Caicloud,3,1.1
14,Intel,3,1.1
15,HP,2,0.8
16,Canonical,2,0.8
17,VMware,2,0.8
18,Clarifai,2,0.8
19,Net EASE 网易有态度,2,0.8
20,(Not Found),2,0.8
21,Apache,1,0.4
22,CERN,1,0.4
23,GoGoVan,1,0.4
24,Spec Deas HR Consulting,1,0.4
25,Tigera,1,0.4
26,Rackspace,1,0.4
27,Docker,1,0.4
28,CNM Consulting,1,0.4
29,Amadeus,1,0.4
30,Cockroach,1,0.4
31,The Manufacturing Institute,1,0.4
32,thinkstep,1,0.4
33,Alternative Storage,1,0.4
34,appOrbit,1,0.4
35,chbatey,1,0.4
36,CenturyLink,1,0.4
37,Samsung,1,0.4
38,Microsoft,1,0.4
39,HolidayCheck,1,0.4
40,Aperian Global,1,0.4
41,Hyper.sh,1,0.4
42,ISI.nc,1,0.4
43,Mesosphere,1,0.4
44,Sky,1,0.4
45,Ahead4 Limited,1,0.4
46,Diamanti,1,0.4
47,OpenRuko,1,0.4
48,Reevoo,1,0.4
49,SOFICOM,1,0.4
50,Eon Cloud,1,0.4
51,DigitalOcean,1,0.4
52,Inovex,1,0.4
53,Box,1,0.4
54,Infraly,1,0.4
55,Bitnami,1,0.4
56,Dataman,1,0.4
57,Ericsson,1,0.4
58,ThousandEyes,1,0.4
59,Jollyturns,1,0.4
60,The Remote Lab,1,0.4
61,SalesForce,1,0.4
62,AnchorFree,1,0.4
63,CYSO,1,0.4
64,Citrix,1,0.4
65,Über,1,0.4
66,Hyperledger,1,0.4
67,OpenCredo,1,0.4
68,Avatao,1,0.4
69,Comparative Bioinformatics,1,0.4
70,Imaginea,1,0.4
71,Tradesy,1,0.4
72,Heptio,1,0.4
73,Devops,1,0.4
74,ApresMIDI AB,1,0.4
75,Black Stealth Marketing,1,0.4
76,Bright Pixel,1,0.4
77,Signal Sciences Corp,1,0.4
78,"Kensho, GAuthify",1,0.4
79,R&R,1,0.4
80,AXA,1,0.4
81,Photobox,1,0.4
82,Teralytics,1,0.4
83,Tinkerbox,1,0.4
84,Weaveworks,1,0.4
85,CentOS,1,0.4
86,KAYAK,1,0.4
