idx,company,n,percent
0,(All known 9),106,100.0
1,Google,46,43.4
2,Red Hat,28,26.4
3,ZTE Corporation,23,21.7
4,Tencent,3,2.8
5,IBM,2,1.9
6,(Self),1,0.9
7,Hyper.sh,1,0.9
8,YY,1,0.9
9,Jd.Com,1,0.9
