idx,company,n,percent
0,(All known 78),2641,99.89
1,Google,1374,52.0
2,Red Hat,606,22.9
3,Mirantis,82,3.1
4,(Self),75,2.8
5,ZTE Corporation,71,2.7
6,CoreOS,59,2.2
7,Hyper.sh,38,1.4
8,Huawei,37,1.4
9,Weaveworks,35,1.3
10,Apprenda,29,1.1
11,IBM,27,1.0
12,Microsoft,23,0.9
13,VMware,16,0.6
14,Fujitsu,15,0.6
15,Net EASE 网易有态度,14,0.5
16,Apache,13,0.5
17,HP,12,0.5
18,Intel,11,0.4
19,eBay,7,0.3
20,Canonical,6,0.2
21,CNM Consulting,5,0.2
22,Cisco,4,0.2
23,Cockroach,4,0.2
24,Palantir,3,0.1
25,Inovex,3,0.1
26,Docker,3,0.1
27,vipshop,3,0.1
28,(Not Found),3,0.1
29,Bulletproof,3,0.1
30,18F,3,0.1
31,Bitnami,3,0.1
32,"Embedded Systems, ECE",3,0.1
33,Jetstack,3,0.1
34,CERN,2,0.1
35,Shopify,2,0.1
36,Aperian Global,2,0.1
37,Tencent,2,0.1
38,RealNames,2,0.1
39,GoDaddy,1,0.0
40,ocadotechnology,1,0.0
41,moovel,1,0.0
42,cafebazaar,1,0.0
43,Container Solutions,1,0.0
44,Samsung,1,0.0
45,ElementAI,1,0.0
46,Biolit AB,1,0.0
47,Caicloud,1,0.0
48,The Mobility House GmbH,1,0.0
49,Mobile Center,1,0.0
50,Mayflower GmbH,1,0.0
51,Z Lab Corporation,1,0.0
52,Treasure Data,1,0.0
53,CNCF,1,0.0
54,SalesForce,1,0.0
55,NASA,1,0.0
56,Rancher,1,0.0
57,Viavi Solutions,1,0.0
58,OPES Software,1,0.0
59,Pressly,1,0.0
60,Jaconda,1,0.0
61,EasyStack,1,0.0
62,Walt Disney,1,0.0
63,Zalando,1,0.0
64,aporeto-inc,1,0.0
65,StepStone,1,0.0
66,Schuberg Philis,1,0.0
67,Gynzy,1,0.0
68,Blizzard,1,0.0
69,Airbnb,1,0.0
70,EVRY,1,0.0
71,Capgemini,1,0.0
72,DigitalOcean,1,0.0
73,Lazada Group,1,0.0
74,Eficode,1,0.0
75,Yahoo,1,0.0
76,Amadeus,1,0.0
77,Vonage,1,0.0
78,Smile Open Source Solutions,1,0.0
79,Carrot Creative,1,0.0
