idx,company,n,percent
0,(All known 79),267,98.52
1,Google,71,26.2
2,Red Hat,42,15.5
3,Mirantis,14,5.2
4,CoreOS,13,4.8
5,(Self),11,4.1
6,IBM,10,3.7
7,ZTE Corporation,9,3.3
8,Huawei,5,1.8
9,HP,4,1.5
10,Intel,4,1.5
11,(Not Found),4,1.5
12,Microsoft,3,1.1
13,eBay,3,1.1
14,Net EASE 网易有态度,3,1.1
15,Hyper.sh,2,0.7
16,Apache,2,0.7
17,VMware,2,0.7
18,Weaveworks,2,0.7
19,Clarifai,2,0.7
20,Canonical,2,0.7
21,Apcera,2,0.7
22,Docker,2,0.7
23,GoDaddy,2,0.7
24,Cisco,1,0.4
25,Chef,1,0.4
26,eleme,1,0.4
27,FACEIT,1,0.4
28,Schuberg Philis,1,0.4
29,"Embedded Systems, ECE",1,0.4
30,Ammeon,1,0.4
31,Juniper Networks,1,0.4
32,Inovex,1,0.4
33,Tigera,1,0.4
34,Bulletproof,1,0.4
35,Apprenda,1,0.4
36,SoundCloud,1,0.4
37,Amadeus,1,0.4
38,EMC,1,0.4
39,SOFICOM,1,0.4
40,Cockroach,1,0.4
41,Sysdig,1,0.4
42,Rackspace,1,0.4
43,Metaswitch,1,0.4
44,Project Calico,1,0.4
45,Codigami,1,0.4
46,Georgia Tech,1,0.4
47,OpenRuko,1,0.4
48,FOSSEE,1,0.4
49,Aperian Global,1,0.4
50,Alternative Storage,1,0.4
51,Nordstrom,1,0.4
52,Reevoo,1,0.4
53,Jetstack,1,0.4
54,Endocode,1,0.4
55,Schroders,1,0.4
56,Fujitsu,1,0.4
57,Infoblox,1,0.4
58,The Remote Lab,1,0.4
59,SalesForce,1,0.4
60,Return Path,1,0.4
61,Square,1,0.4
62,SECful,1,0.4
63,Devops,1,0.4
64,ZE PowerGroup,1,0.4
65,Trafero,1,0.4
66,Bluescape,1,0.4
67,Getty Images,1,0.4
68,StackPointCloud,1,0.4
69,Ericsson,1,0.4
70,Rombit,1,0.4
71,Kende,1,0.4
72,Samsung,1,0.4
73,Sourcegraph.com,1,0.4
74,Caicloud,1,0.4
75,OfferUp,1,0.4
76,BENGLER,1,0.4
77,Building of,1,0.4
78,Information Security,1,0.4
79,Nerdalize,1,0.4
80,Spotify,1,0.4
